Name,SellPrice,BuyPrice,AvgSellPrice,AvgBuyPrice,Sold,Bought,Profit,RelProfit,PotProfit,ApproxOffers
prismatic necklace,18400,13706,22332,18392,1530,805,4694,0.34,3778670,5
prismatic quartz,500,370,499,378,16,321,130,0.35,2080,0
prismatic ring,74988,70008,77261,70424,3878,794,4980,0.07,3954120,7
prismatic shield,1550,662,2376,787,68,59,888,1.34,52392,1
prison cell key,-1,0,0,0,0,0,-1,0,0,0
pristine worm head,6902,6902,10000,6902,1,1,0,0.0,0,0
protection amulet,75,52,100,34,300,586,23,0.44,6900,1
protective charm,2029,1793,1912,1752,2357,1556,236,0.13,367216,8
psychedelic tapestry,349300,150100,333333,103951,3,4,199200,1.33,597600,1
pulverized ore,350,236,353,245,6,99,114,0.48,684,2
pumpkin,28,0,0,0,0,0,28,0,0,0
pure energy,23997,25,23997,25,1,1,23972,958.88,23972,0
purple backpack,60,12,113,13,144,142,48,4.0,6816,1
purple bag,790,5,762,5,22,10,785,157.0,7850,1
purple fireworks powder,289,25,249,16,9,35,264,10.56,2376,2
purple fireworks rocket,-1,-1,-1,-1,-1,-1,0,0,0,-1
purple kiss blossom,70000,25678,66388,25678,2,1,44322,1.73,44322,0
purple nightshade blossoms,9999,1560,7217,1612,200,72,8439,5.41,607608,4
purple powder,-1,0,0,0,0,0,-1,0,0,0
purple robe,102,98,102,96,3,540,4,0.04,12,1
purple tapestry,0,0,388,0,6,0,0,0,0,0
purple tendril lantern,1950,646,3403,749,36,83,1304,2.02,46944,2
purple tome,1500,100,1792,1313,32,383,1400,14.0,44800,1
quara bone,490,315,453,377,11,189,175,0.56,1925,1
quara eye,350,205,339,264,10,174,145,0.71,1450,1
quara pincers,529,305,427,325,14,171,224,0.73,3136,2
quara tentacle,140,100,140,95,1,176,40,0.4,40,1
queen's sceptre,250000,50900,183839,55019,7,2,199100,3.91,398200,0
quill,9000,22,9000,10,1,2,8978,408.09,8978,0
quiver,144949000,130103000,149745816,141231400,17,15,14846000,0.11,222690000,2
rabbit's foot,-1,0,0,0,0,0,-1,0,0,0
rabbit's foot lucky charm,4500,105,6651,0,3,0,4395,41.86,0,0
raccoon backpack,3000000,1470000,2509424,1540753,5,4,1530000,1.04,6120000,0
raccoon santa,100000,100000,98111,100000,1,1,0,0.0,0,0
ragnir helmet,42222,24,0,24,0,3,42198,1758.25,0,0
rainbow necklace,524990,412100,604150,494230,87,66,112890,0.27,7450740,0
rainbow quartz,529,475,529,484,1,647,54,0.11,54,2
rainbow shield,3785000,2503000,3691331,2961670,9,9,1282000,0.51,11538000,2
rainbow torch,16200000,12000000,16200000,7501000,1,1,4200000,0.35,4200000,1
rainbow trout,999,367,953,194,116,94,632,1.72,59408,1
rake,999,1,0,103,0,61,998,998.0,0,1
ranger legs,39,5,1112,35,6,26,34,6.8,204,0
ranger's cloak,100,1,100,1,2,6,99,99.0,198,0
rapier,926,826,913,832,191,2874,100,0.12,19100,2
rare crystal,13700,0,0,0,0,0,13700,0,0,0
rare earth,64,45,63,42,33,510,19,0.42,627,2
raspberry,89,0,0,0,0,0,89,0,0,0
rat cheese,0,0,1,0,11,0,0,0,0,0
rat god doll,15800,1050,11840,1052,17,10,14750,14.05,147500,0
ratana,399,150,448,190,95,369,249,1.66,23655,0
ratmiral's hat,180000,145000,0,143103,0,38,35000,0.24,0,1
ravager's axe,44000000,12000288,0,12000288,0,1,31999712,2.67,0,0
raven herb,22716,79,16395,79,2,2,22637,286.54,45274,0
ravenous circlet,291999,180000,0,167100,0,20,111999,0.62,0,0
ravenwing,17000000,3100000,0,0,0,0,13900000,4.48,0,0
raw watermelon tourmaline,44999,37101,48634,35942,89,236,7898,0.21,702922,1
reagent flask,154,0,732,0,3,0,154,0,0,0
reaper's axe,5494000,2526000,0,0,0,0,2968000,1.17,0,1
red apple,97,0,22,0,53,0,97,0,0,0
red backpack,65,10,48,11,250,149,55,5.5,8195,0
red bag,205,5,226,5,32,14,200,40.0,2800,1
red balloons,30,1,45,1,1,21,29,29.0,29,1
red bed kit,-1,-1,-1,-1,-1,-1,0,0,0,-1
red crystal fragment,799,765,808,779,3,1553,34,0.04,102,1
red cushioned chair kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
red dragon leather,1663,1136,2697,1972,306,1033,527,0.46,161262,7
red dragon scale,232,50,445,172,172,635,182,3.64,31304,2
red fireworks powder,289,25,194,12,9,50,264,10.56,2376,1
red fireworks rocket,-1,-1,-1,-1,-1,-1,0,0,0,-1
red gem,1000,975,1003,993,7,5688,25,0.03,175,0
red gingerbread heart,-1,122222,0,0,0,0,-122223,-1.0,0,0
red goanna scale,399,100,0,132,0,80,299,2.99,0,0
red hair dye,140,2,146,4,4,36,138,69.0,552,0
red lantern,246,90,246,104,4,148,156,1.73,624,0
red mushroom,15,5,58,6,4,25,10,2.0,40,1
red paint,-1,-1,-1,-1,-1,-1,0,0,0,-1
red piece of cloth,447,300,406,258,302,1025,147,0.49,44394,2
red pillow,100,0,100,0,1,0,100,0,0,0
red pit demon,8888888,800777,7351851,0,3,0,8088111,10.1,0,0
red powder,-1,0,0,0,0,0,-1,0,0,0
red quiver,1200,15,1628,16,137,6,1185,79.0,7110,0
red robe,400,1,374,79,14,38,399,399.0,5586,0
red rose,79,3,290,1,63,10,76,25.33,760,2
red silk flower,45000,25001,56411,31546,49,32,19999,0.8,639968,1
red tapestry,497,0,501,0,17,0,497,0,0,1
red teleport crystal,124000,46201,129032,46004,28,8,77799,1.68,622392,1
red tome,1690,715,1961,729,8,67,975,1.36,7800,0
red tunic,-1,0,0,0,0,0,-1,0,0,0
reed balls,-1,-1,-1,-1,-1,-1,0,0,0,-1
reflecting crown,2570000,1701356,2242884,1662353,5,2,868644,0.51,1737288,0
reins,2978000,2001000,3178313,2347734,23,15,977000,0.49,14655000,1
relic sword,5000,0,0,0,0,0,5000,0,0,0
replica of the sceptre,1289,0,2005,0,9,0,1289,0,0,0
rerun's ring,-1,0,0,0,0,0,-1,0,0,0
research notes,1999,150,4100,150,1,2,1849,12.33,1849,0
resizer,90000,60400,153579,83687,15,17,29600,0.49,444000,2
resonance crystal,-1,0,0,0,0,0,-1,0,0,0
reward box,1700000,1400000,1700000,0,1,0,300000,0.21,0,0
rhindeer antlers,-1,475,0,263,0,36,-476,-1.0,0,0
rhino hide,300000,58,0,0,0,0,299942,5171.41,0,0
rhino horn,-1,88,0,0,0,0,-89,-1.01,0,0
rhino horn carving,400,101,0,100,0,19,299,2.96,0,1
rhodolith necklace,1350000,135666,0,0,0,0,1214334,8.95,0,0
rice ball,250,15,212,110,4,3,235,15.67,705,0
rift bow,54998,44380,49893,44553,96,221,10618,0.24,1019328,1
rift crossbow,43780,43780,46801,43815,66,241,0,0.0,0,0
rift lance,31200,29580,31359,29619,11,207,1620,0.05,17820,2
rift shield,51300,49380,50799,49351,24,214,1920,0.04,46080,1
rift tapestry,1,1,37,1,22,114,0,0.0,0,0
right horn,-1,0,0,0,0,0,-1,0,0,0
ring of blue plasma,8080,7751,8074,7779,2333,1909,329,0.04,628061,4
ring of ending,7250,3900,6443,4159,25,94,3350,0.86,83750,1
ring of green plasma,18521,16700,17769,16206,3296,1460,1821,0.11,2658660,6
ring of healing,894,500,1146,958,3328,2297,394,0.79,905018,7
ring of red plasma,8700,8160,8998,8258,1790,1363,540,0.07,736020,4
ring of souls,478600,357718,668003,516573,54,39,120882,0.34,4714398,5
ring of wishes,-1,0,0,0,0,0,-1,0,0,0
ring of the sky,30699,29095,30483,29478,69,480,1604,0.06,110676,1
ripper lance,9999,100,5285,60,15,1,9899,98.99,9899,0
ritual scissors,5000,150,4999,150,3,7,4850,32.33,14550,0
ritual tooth,789,50,790,50,25,71,739,14.78,18475,1
roasted dragon wings,4884,1205,5385,1343,141,91,3679,3.05,334789,1
roasted meat,200,0,460,0,19,0,200,0,0,2
robe of the ice queen,-1,10000000,0,0,0,0,-10000001,-1.0,0,0
robe of the underworld,123400,55100,156507,76724,34,31,68300,1.24,2117300,3
rocking chair kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
rocking horse kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
rod,2000,100,781,42,6,19,1900,19.0,11400,0
rod of carving,-1,-1,-1,-1,-1,-1,0,0,0,-1
rod of destruction,669900,511008,699627,528046,42,29,158892,0.31,4607868,3
rod of mayhem,-1,-1,-1,-1,-1,-1,0,0,0,-1
rod of remedy,-1,-1,-1,-1,-1,-1,0,0,0,-1
roll,99,9,890,13,1,56,90,10.0,90,0
rolling pin,-1,0,0,0,0,0,-1,0,0,0
ron the ripper's sabre,899900,481300,837221,576752,15,10,418600,0.87,4186000,0
roots,500,360,483,335,5,189,140,0.39,700,1
rope,47000,25485,41723,23768,63,55,21515,0.84,1183325,1
rope belt,2799,2318,2739,2410,4196,2215,481,0.21,1065415,8
rorc egg,50,12,0,10,0,51,38,3.17,0,0
rorc feather,1439,275,696,218,76,74,1164,4.23,86136,1
rose shield,-1,250700,0,0,0,0,-250701,-1.0,0,0
rotten demonbone,120000,30000,150000,30000,2,3,90000,3.0,180000,0
rotten feather,120,55,150,55,1,87,65,1.18,65,1
rotten heart,79000,71380,78468,72524,6,93,7620,0.11,45720,0
rotten heart of a tree,-1,0,0,0,0,0,-1,0,0,0
rotten piece of cloth,28,11,23,18,5,507,17,1.55,85,0
rotten witches' cauldron seed,-1,5000,0,5000,0,1,-5001,-1.0,0,0
rotworm stew,689000,507100,572584,440819,269,126,181900,0.36,22919400,7
round blue pillow,100,0,0,0,0,0,100,0,0,0
round purple pillow,99,0,99,0,1,0,99,0,0,0
round red pillow,197,0,0,0,0,0,197,0,0,0
round table kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
round turquoise pillow,-1,-1,-1,-1,-1,-1,0,0,0,-1
royal axe,40190,38856,40115,38795,16,17,1334,0.03,21344,0
royal crossbow,133400,86700,148803,106772,22,15,46700,0.54,700500,1
royal draken mail,320000,261600,307229,239929,23,14,58400,0.22,817600,2
royal fanfare,-1,0,0,0,0,0,-1,0,0,0
royal helmet,30797,29705,30679,29536,101,792,1092,0.04,110292,2
royal scale robe,200000,106100,325284,273191,140,144,93900,0.89,13146000,4
royal spear,18,10,17,3,463,174,8,0.8,1392,1
royal star,2,1,3,1,213,1432,1,1.0,213,2
royal tapestry,5997,521,8498,1544,8,13,5476,10.51,43808,0
rubber cap,10000,9184,11190,9616,9,194,816,0.09,7344,2
ruby necklace,1970,1830,1970,1873,3,375,140,0.08,420,0
rum flask,475,100,514,100,54,14,375,3.75,5250,0
runed sword,54599,35938,46799,39613,28,48,18661,0.52,522508,1
runic ice shield,7000,360,4403,326,28,42,6640,18.44,185920,1
rusted armor,997,120,716,132,51,102,877,7.31,44727,1
rusted helmet,-1,0,0,0,0,0,-1,0,0,0
rusted legs,994,1,936,36,18,15,993,993.0,14895,0
rusted shield,-1,0,0,0,0,0,-1,0,0,0
rusty winged helmet,4500,0,2966,0,6,0,4500,0,0,0
ruthless axe,46990,44091,45379,44394,3,128,2899,0.07,8697,0
sabre,899900,481300,837221,576752,15,10,418600,0.87,4186000,0
sabretooth,3893,3272,3792,3439,2441,941,621,0.19,584361,6
sacred antler talisman,5000,0,4928,0,7,0,5000,0,0,1
sacred bowl,-1,0,0,0,0,0,-1,0,0,0
sacred bowl of purification,450000,0,0,0,0,0,450000,0,0,0
sacred earth,9999,0,0,0,0,0,9999,0,0,0
sacred tree amulet,3598,3040,4417,3101,726,2277,558,0.18,405108,4
safety pin,80,80,115,77,2,73,0,0.0,0,0
sai,16409,15982,16582,15924,34,1356,427,0.03,14518,0
salamander shield,2000,101,0,100,0,1,1899,18.8,0,0
salmon,800,0,0,0,0,0,800,0,0,0
salt,130,130,299,124,2,36,0,0.0,0,0
sample of sand wasp honey,950,100,1343,85,118,6,850,8.5,5100,0
sample of venorean spice,1340,100,2529,149,111,5,1240,12.4,6200,0
sandals,389999,300000,466877,300000,9,1,89999,0.3,89999,0
sandcrawler shell,14497,12500,14181,12539,86,345,1997,0.16,171742,3
sandfish,199999,11000,0,11000,0,1,188999,17.18,0,0
sandscourge figurine,94952,3035,0,11177,0,6,91917,30.29,0,0
santa ahau,188000,10035,0,0,0,0,177965,17.73,0,0
santa backpack,46232,10700,47008,13889,20,13,35532,3.32,461916,2
santa fox,100000,40100,100000,0,1,0,59900,1.49,0,0
santa hat,22994,1000,24999,2633,1,6,21994,21.99,21994,0
santa leech,99000,15000,0,0,0,0,84000,5.6,0,0
santa teddy,29900,10000,29900,11150,1,2,19900,1.99,19900,0
sapphire amulet,3990,501,5358,1094,3,8,3489,6.96,10467,0
sapphire hammer,7800,1201,6948,5866,23,150,6599,5.49,151777,1
sapphire necklace,750000,145000,888456,0,1,0,605000,4.17,0,0
saw,58,0,67,0,6,0,58,0,0,0
scale armor,89,34,84,25,6,118,55,1.62,330,0
scale from a frozen dragon,-1,100,0,0,0,0,-101,-1.01,0,0
scale of corruption,798,600,1116,487,149,141,198,0.33,27918,1
scarab amulet,199,160,187,142,25,437,39,0.24,975,1
scarab coin,102,2,121,86,647,742,100,50.0,64700,0
scarab pincers,265,150,257,228,24,513,115,0.77,2760,3
scarab shield,1998,1965,2108,1963,1,307,33,0.02,33,1
scarf,100,1,54,1,83,142,99,99.0,8217,3
sceptre part,999,0,999,0,1,0,999,0,0,0
scimitar,150,69,139,71,145,142,81,1.17,11502,1
scorpion charm,-1,330,0,318,0,20,-331,-1.0,0,0
scorpion sceptre,1599998,1000000,1421914,1070516,28,17,599998,0.6,10199966,0
scorpion tail,60,6,100,8,57,427,54,9.0,3078,0
screaming cherry,-1,0,0,0,0,0,-1,0,0,0
scribbled sheet of paper,500,1,900,1,1,2,499,499.0,499,0
scroll,44,0,50,0,1,0,44,0,0,0
scroll of ascension,19900,1111,8172,1145,13,17,18789,16.91,244257,0
scroll of heroic deeds,228,146,215,182,17,415,82,0.56,1394,3
scrubbing brush,1098999,355666,443663,268413,36,9,743333,2.09,6689997,1
scum bag,0,0,7447,0,12,0,0,0,0,0
scythe,16670,15850,16581,15305,18,73,820,0.05,14760,1
scythe leg,460,375,440,350,4,418,85,0.23,340,3
scythe of the reaper,350000,350000,690400,350000,1,1,0,0.0,0,1
sea horse figurine,41592,39780,41592,40918,1,108,1812,0.05,1812,0
sea serpent scale,500,450,500,438,1,122,50,0.11,50,0
sea serpent trophy,9679,7870,9247,5061,13,20,1809,0.23,23517,2
seacrest hair,2800,1200,3000,1030,121,105,1600,1.33,168000,1
seacrest pearl,899,133,900,0,1,0,766,5.76,0,0
seacrest scale,50,50,145,14,2,5,0,0.0,0,0
seashell book,70000,1101,76713,855,14,2,68899,62.58,137798,0
secret letter,-1,0,0,0,0,0,-1,0,0,0
sedge hat,249999,32500,341999,35038,5,4,217499,6.69,869996,1
seeds,150,32,669,37,5,100,118,3.69,590,1
sentinel shield,400000,1000,0,1000,0,3,399000,399.0,0,0
serpent crest,998,136,1190,84,13,48,862,6.34,11206,1
serpent sword,750,400,824,611,215,1672,350,0.88,75250,2
shadow cowl,10399982,8026000,9940058,8243003,16,7,2373982,0.3,16617874,0
shadow herb,99,7,122,29,19,203,92,13.14,1748,1
shadow mask,9989,325,20000,258,1,17,9664,29.74,9664,0
shadow orb,28500,120,20000,193,2,3,28380,236.5,56760,0
shadow paint,9972,325,0,362,0,11,9647,29.68,0,0
shadow sceptre,9918,9370,9958,9583,36,1489,548,0.06,19728,1
shaggy ogre bag,-1,400,0,250,0,1,-401,-1.0,0,0
shaggy tail,200,8,197,6,4,32,192,24.0,768,0
shamanic hood,49,15,45,28,2,245,34,2.27,68,1
shamanic mask,1400,1019,1895,1130,5,74,381,0.37,1905,1
shamanic talisman,228,85,207,158,4,176,143,1.68,572,1
shapechanger,4850,0,12998,0,1,0,4850,0,0,0
shapeshifter ring,14900,1002,12450,1001,2,4,13898,13.87,27796,0
shard,1549,1485,1725,1483,2,1225,64,0.04,128,0
shark fins,250,205,234,149,6,285,45,0.22,270,2
shell,450,210,492,201,150,280,240,1.14,36000,1
shield of care,96000,7000,99000,3325,3,4,89000,12.71,267000,0
shield of corruption,1230000,1010102,1121315,911865,36,28,219898,0.22,6157144,2
shield of honour,530000000,415000000,530000000,0,1,0,115000000,0.28,0,0
shield of the white knight,19920,3010,23997,3010,1,1,16910,5.62,16910,0
shimmer ball,90000,1500,0,1500,0,1,88500,59.0,0,0
shimmer glower,49999,5000,0,5000,0,1,44999,9.0,0,0
shimmer swimmer,125000,20000,106224,20500,4,2,105000,5.25,210000,0
shimmering beetles,183,102,188,110,1,143,81,0.79,81,0
shining sun catcher,-1,-1,-1,-1,-1,-1,0,0,0,-1
shiny blade,89998,61800,91339,53848,42,21,28198,0.46,592158,0
shiny stone,553,400,1313,386,31,257,153,0.38,4743,0
shiver arrow,22,1,9,2,40,48,21,21.0,840,0
shockwave amulet,7698,6312,8114,6285,412,725,1386,0.22,571032,3
shopping bag,48,1,34,4,375,416,47,47.0,17625,0
short sword,0,0,5,0,1,0,0,0,0,0
shoulder plate,3750000,3188000,3741211,3159818,90,60,562000,0.18,33720000,3
shovel,1998,693,2219,930,792,293,1305,1.88,382365,1
shrimp,18774,13019,16941,12050,35,68,5755,0.44,201425,0
shroud of despair,36500000,25941290,37195800,25941645,3,2,10558710,0.41,21117420,0
shrunken head necklace,46000000,28057000,44353200,32503500,7,2,17943000,0.64,35886000,0
sickle,944,543,850,494,29,376,401,0.74,11629,1
sight of surrender's eye,2996,1004,3762,1188,4,22,1992,1.98,7968,0
sight of surrender's plushie,249999,152200,241969,151002,5,4,97799,0.64,391196,1
signed contract,-1,0,0,0,0,0,-1,0,0,0
signet ring,549900,408000,0,408000,0,6,141900,0.35,0,0
silencer claws,2649,2337,2330,2087,3393,1085,312,0.13,338520,7
silencer resonating chamber,565,565,687,503,15,379,0,0.0,0,1
silken bookmark,1230,701,1153,726,8,101,529,0.75,4232,0
silkweaver bow,11679,6700,12018,7224,35,29,4979,0.74,144391,1
silky fur,39,7,0,6,0,75,32,4.57,0,1
silky tapestry,14,0,28,0,4,0,14,0,0,0
silver amulet,27,1,70,3,158,378,26,26.0,4108,1
silver brooch,198,143,402,139,6,1109,55,0.38,330,0
silver dagger,5000,206,3100,197,4,18,4794,23.27,19176,0
silver hand mirror,11790,9780,10333,9262,8,243,2010,0.21,16080,0
silver mace,18000000,15000000,18000000,15000000,1,1,3000000,0.2,3000000,0
silver necklace,-1,0,0,0,0,0,-1,0,0,0
silver prison key,299500,132200,301551,122516,11,6,167300,1.27,1003800,2
silver raid token,69811,50000,53722,45496,82,122,19811,0.4,1624502,3
silver rune emblem,90000,3500,36466,2547,15,71,86500,24.71,1297500,0
silver token,27789,25007,29199,27174,3329,2841,2782,0.11,7903662,7
simple arrow,2,0,2,0,17,0,2,0,0,0
simple dress,30,1,94,5,20,19,29,29.0,551,0
simple fanfare,-1,0,0,0,0,0,-1,0,0,0
single human eye,997,710,966,890,28,318,287,0.4,8036,3
siramal's golden bug trophy,339945,117000,469995,117000,2,1,222945,1.91,222945,0
skeleton decoration,4200,2705,3347,2617,18,213,1495,0.55,26910,0
skull,3100,2488,3751,2340,23,199,612,0.25,14076,0
skull belt,110,30,146,24,7,193,80,2.67,560,1
skull fetish,250,125,238,149,11,226,125,1.0,1375,1
skull helmet,44200,39090,40740,39177,20,420,5110,0.13,102200,1
skull shatterer,3100,1,0,39,0,20,3099,3099.0,0,0
skull staff,5959,5865,5917,5803,70,2147,94,0.02,6580,1
skull of ratha,488,100,457,100,10,17,388,3.88,3880,0
skull of a caveman,0,0,10000,0,1,0,0,0,0,0
skullcracker armor,18498,17740,18653,17773,23,377,758,0.04,17434,1
skullcrusher,139900,30000,214633,30006,3,3,109900,3.66,329700,3
skunk tail,-1,1,0,4,0,12,-2,-2.0,0,0
slayer of carving,-1,-1,-1,-1,-1,-1,0,0,0,-1
slayer of destruction,1718999,1400000,1774154,1428582,27,33,318999,0.23,8612973,3
slayer of mayhem,-1,-1,-1,-1,-1,-1,0,0,0,-1
slayer of remedy,-1,-1,-1,-1,-1,-1,0,0,0,-1
sleep shawl,899999,789000,925364,810595,125,81,110999,0.14,8990919,3
slightly rusted armor,2500,1111,2646,1329,156,359,1389,1.25,216684,4
slightly rusted helmet,9090,1262,8898,1272,25,107,7828,6.2,195700,2
slightly rusted legs,3754,500,3455,1097,62,111,3254,6.51,201748,1
slightly rusted shield,4198,1303,4428,1352,66,106,2895,2.22,191070,3
slime gobbler,99,1,378,1,10,2,98,98.0,196,0
slime heart,177,55,148,84,33,565,122,2.22,4026,1
slime mould,8997,2001,12886,7728,41,78,6996,3.5,286836,0
slimy leaf tentacle,304,170,303,178,3,69,134,0.79,402,0
slimy leg,-1,3831,0,3556,0,4,-3832,-1.0,0,0
sling herb,47,26,209,65,11,236,21,0.81,231,0
slingshot,47815,15100,47715,33329,79,35,32715,2.17,1145025,2
sliver,19999,15804,16977,15180,668,1671,4195,0.27,2802260,7
slug drug,919000,751305,1270290,897170,23,29,167695,0.22,3856985,3
small amethyst,202,191,201,195,168,2196,11,0.06,1848,0
small axe,-1,0,0,0,0,0,-1,0,0,0
small blue pillow,350,0,999,0,1,0,350,0,0,0
small diamond,300,294,316,296,24,2169,6,0.02,144,1
small emerald,299,241,278,246,1698,2367,58,0.24,98484,0
small enchanted amethyst,209,193,245,194,78,903,16,0.08,1248,1
small enchanted emerald,289,244,278,240,108,678,45,0.18,4860,0
small enchanted ruby,265,245,274,243,138,681,20,0.08,2760,0
small enchanted sapphire,258,247,269,246,93,605,11,0.04,1023,1
small energy ball,6500,108,6500,115,5,11,6392,59.19,31960,0
small flask of eyedrops,95,46,220,42,32,251,49,1.07,1568,1
small golden anchor,118000,4535,117400,16017,5,4,113465,25.02,453860,0
small green pillow,500,0,0,0,0,0,500,0,0,0
small health potion,14000,150,13965,120,12,3,13850,92.33,41550,1
small ice statue,1000,0,971,0,4,0,1000,0,0,0
small ladybug,44890,7000,44947,7266,4,3,37890,5.41,113670,1
small lamp,20000,0,0,0,0,0,20000,0,0,0
small notebook,476,395,462,372,15,247,81,0.21,1215,1
small oil lamp,195,62,549,59,1,10,133,2.15,133,0
small orange pillow,500,0,0,0,0,0,500,0,0,0
small pitchfork,750,17,342,17,4,49,733,43.12,2932,0
small purple pillow,499,0,0,0,0,0,499,0,0,0
small red pillow,500,0,500,0,1,0,500,0,0,0
small ruby,297,241,322,244,262,1687,56,0.23,14672,0
small sapphire,289,242,253,245,183,2145,47,0.19,8601,0
small stone,20,4,40,11,140,216,16,4.0,2240,2
small table kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
small topaz,200,192,199,196,90,1406,8,0.04,720,0
small treasure chest,800,166,766,351,3,146,634,3.82,1902,0
small turquoise pillow,120,0,0,0,0,0,120,0,0,0
small whistle,-1,-1,-1,-1,-1,-1,0,0,0,-1
small white pillow,108,0,0,0,0,0,108,0,0,0
smoking coal,24000,272,20230,276,11,2,23728,87.24,47456,1
snake destroyer,28000,1000,25632,643,12,13,27000,27.0,324000,3
snake god trophy,120000000,160000,0,0,0,0,119840000,749.0,0,0
snake god's sceptre,98700,11000,34087,6871,16,3,87700,7.97,263100,0
snake god's wristguard,11416,7400,17952,6964,36,26,4016,0.54,104416,3
snake sceptre,50000,3035,79968,3035,3,3,46965,15.47,140895,0
snake skin,488,375,689,395,452,688,113,0.3,51076,3
snakebite rod,120,73,185,73,83,399,47,0.64,3901,0
sneaky stabber of eliteness,491799,409100,457242,383500,94,71,82699,0.2,5871629,3
sniper arrow,6,3,5,2,212,69,3,1.0,207,0
sniper gloves,3998,1853,11550,2678,67,57,2145,1.16,122265,3
snow flake tapestry,49899,20000,69097,12784,5,8,29899,1.49,149495,2
snowball,119,11,200,13,28,133,108,9.82,3024,0
snowbash figurine,60000,3035,81601,3035,3,1,56965,18.77,56965,0
snowman doll,57400,3040,57716,19528,3,4,54360,17.88,163080,0
soap,399900,200277,488663,291166,26,14,199623,1.0,2794722,1
sofa chair kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
soft cheese,25,2,17,2,3,1,23,11.5,23,0
solar axe,-1,2000000,0,0,0,0,-2000001,-1.0,0,0
soldier helmet,117,6,116,5,8,63,111,18.5,888,0
solitude charm,31900,20401,33012,18030,207,91,11499,0.56,1046409,5
some golden fruits,12000,2,11666,2,6,3,11998,5999.0,35994,0
some grimeleech wings,1644,1217,1639,1310,3303,337,427,0.35,143899,7
some mushrooms,-1,0,0,0,0,0,-1,0,0,0
some special leaves,-1,75000,0,0,0,0,-75001,-1.0,0,0
soul contract,2400,100,2406,88,124,8,2300,23.0,18400,0
soul net,15000,100,25975,6287,2,8,14900,149.0,29800,0
soul orb,62,60,57,51,31,2073,2,0.03,62,0
soul stone,8499,3606,18278,5234,68,84,4893,1.36,332724,1
soulbastion,39493000,35011000,40233519,36521500,25,28,4482000,0.13,112050000,2
soulbiter,37942000,31019000,35368999,31148631,20,19,6923000,0.22,131537000,2
soulbleeder,339979000,325001000,339450256,323396666,19,18,14978000,0.05,269604000,4
soulcrusher,24594000,20513000,24913666,22820520,24,25,4081000,0.2,97944000,3
soulcutter,64989000,56095000,59002110,53748133,18,15,8894000,0.16,133410000,2
souleater,130989000,118018000,127222239,122010000,25,21,12971000,0.11,272391000,4
souleater trophy,15000,3505,15000,3483,1,3,11495,3.28,11495,0
soulfire rune,67,26,88,18,288,121,41,1.58,4961,0
soulful legs,135000,67201,203602,173335,134,134,67799,1.01,9085066,3
soulhexer,192996000,178030999,193994214,185156856,14,7,14965001,0.08,104755007,3
soulmaimer,38950000,33002000,37057739,31404666,23,18,5948000,0.18,107064000,1
soulmantle,41999999,38211000,45530785,41929636,28,22,3788999,0.1,83357978,1
soulpiercer,79969000,68002000,74535699,69738269,20,26,11967000,0.18,239340000,3
soulshanks,44999000,39043000,44371142,40645642,35,28,5956000,0.15,166768000,3
soulshell,88997000,84005000,90304279,83936274,25,23,4992000,0.06,114816000,2
soulshredder,219999000,191009000,200428416,184073425,12,12,28990000,0.15,347880000,0
soulshroud,64999999,60000000,69466312,63491556,16,18,4999999,0.08,79999984,2
soulstrider,81000000,77002000,88617907,82856043,13,23,3998000,0.05,51974000,2
soultainter,144996000,132069000,148501000,137304785,10,15,12927000,0.1,129270000,2
spark sphere,799,58,838,183,61,315,741,12.78,45201,1
sparking rainbow shield,-1,-1,-1,-1,-1,-1,0,0,0,-1
sparkion claw,-1,98,0,145,0,100,-99,-1.01,0,1
sparkion legs,-1,105,0,173,0,92,-106,-1.01,0,1
sparkion stings,800,95,0,144,0,103,705,7.42,0,1
sparkion tail,800,108,0,149,0,91,692,6.41,0,1
spear,650000,250000,747499,290000,8,4,400000,1.6,1600000,0
special flask,-1,0,0,0,0,0,-1,0,0,0
special polish,-1,-1,-1,-1,-1,-1,0,0,0,-1
spectral bolt,72,69,71,69,1459,186,3,0.04,558,0
spectral cloth,0,0,5999,0,3,0,0,0,0,0
spectral dress,17000,2,20000,2501,1,2,16998,8499.0,16998,0
spectral gold nugget,13899,167,0,293,0,5,13732,82.23,0,0
spectral horse tack,28993000,17204000,29133454,21527927,11,12,11789000,0.69,129679000,0
spectral horseshoe,11999000,8036000,12478282,9302714,28,14,3963000,0.49,55482000,2
spectral saddle,25879000,15000000,24314443,15492911,16,6,10879000,0.73,65274000,0
spectral scrap of cloth,286600,207500,345853,254059,111,79,79100,0.38,6248900,4
spectral silver nugget,7999,87,0,169,0,11,7912,90.94,0,0
spectral stone,100,0,300,0,1,0,100,0,0,1
spellbook,389900,102844,263522,186642,26,13,287056,2.79,3731728,1
spellbook of ancient arcana,3199000,2900000,3416543,3009125,64,52,299000,0.1,15548000,2
spellbook of dark mysteries,79999,42130,86435,60823,170,141,37869,0.9,5339529,2
